train_loss,train_acc,val_f1_macro,val_f1_weighted,epoch
1.093969709809544,0.6303401498279004,0.5692337908089631,0.7294912427227443,1
0.71898226996938,0.7543531079165823,0.5442685908425993,0.7152208201614224,2
0.46527123521157454,0.8208645474792469,0.6262361725366741,0.7657596486528202,3
0.2995554208212975,0.8704191131808058,0.6285948214298249,0.7698872224024881,4
0.20206824080674973,0.9102044948370115,0.6389802173081022,0.7745046525517892,5
